"","city","state","postal_code","latitude","longitude","stars","review_count","categories","OpenSundays","Open7days","checkedin100","BusinessAcceptsCreditCards","RestaurantsTakeOut","RestaurantsPriceRange2","RestaurantsReservations","RestaurantsDelivery","GoodForKids","OutdoorSeating","RestaurantsAttire","garage","street","validated","lot","valet","WiFi","NoiseLevel","Caters","dessert","latenight","lunch","dinner","brunch","breakfast"
"3046","Concord","NC",28027,35.419034,-80.742997,3,57,"Sandwiches, Fast Food","yes","yes","no","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3047","Charlotte","NC",28270,35.140787,-80.740696,3,23,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","True","True","True","False","casual","False","False","False","False","False","no","quiet","False","True","False","False","False","False","True"
"3048","Matthews","NC",28105,35.1146529,-80.7213279,4,129,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","loud","True","False","False","True","True","False","False"
"3049","Middleton","WI",53562,43.0906254,-89.5255967,4,91,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"3050","Charlotte","NC",28269,35.3424757,-80.7706758,4,84,"Fast Food, American (Traditional)","yes","no","yes","True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3051","Charlotte","NC",28027,35.3629755,-80.711826,3.5,28,"Nightlife, Bars","yes","yes","no","True","True","2","True","True","True","True","casual","False","False","False","False","False","free","average","True","False","False","False","False","False","False"
"3052","Charlotte","NC",28226,35.08565,-80.847489,3.5,141,"Nightlife, Bars","yes","yes","yes","True","True","2","True","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3053","Charlotte","NC",28202,35.2170979,-80.8480233,4,104,"American (Traditional), Nightlife","yes","no","no","True","True","2","True","False","True","True","casual","True","False","True","False","False","free","average","True","True","False","True","True","True","False"
"3054","Charlotte","NC",28277,35.052884,-80.815583,2.5,14,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","free","average","True","False","False","True","False","True","True"
"3055","Huntersville","NC",28078,35.411622,-80.85526,2.5,23,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","True","False","False","True","False","True","True"
"3056","Madison","WI",53704,43.1279755,-89.3097415,2.5,80,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","False","False","True","False","free","quiet","False","False","False","True","True","False","False"
"3057","Charlotte","NC",28205,35.2477994,-80.8040482,4,30,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","True","False","False","False","casual","True","True","False","False","False","free","average","False","False","False","False","False","True","False"
"3058","Madison","WI",53717,43.059984,-89.509023,3.5,48,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","True","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"3059","Charlotte","NC",28262,35.3110293,-80.716159,2.5,15,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","True","True","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","False","False","False","False"
"3060","Charlotte","NC",28205,35.241145,-80.812057,4,1566,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","True","True","False","False","False","False","True"
"3061","Charlotte","NC",28215,35.2479573,-80.7538538,4.5,11,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","False","False","False","False"
"3062","Madison","WI",53703,43.0735699,-89.396101,3,39,"American (Traditional), Nightlife","yes","yes","no","False","False","1","False","False","False","False","casual","False","False","False","False","False","no","loud","False","False","False","False","False","False","False"
"3063","Charlotte","NC",28210,35.149998,-80.8375552,3,4,"Coffee & Tea, Cafes","no","no","no","True","True","1","False","True","True","False","casual","True","False","False","True","False","no","quiet","True","False","False","True","False","False","False"
"3064","Charlotte","NC",28277,35.0303097,-80.8535521,4,19,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","False","False","False","False"
"3065","Charlotte","NC",28202,35.232641,-80.837547,4,50,"Nightlife, Bars","yes","yes","no","True","True","2","False","False","True","True","casual","True","True","True","False","False","free","average","False","False","False","False","False","False","False"
"3066","Madison","WI",53716,43.0703762,-89.3253853,2.5,6,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","True"
"3067","Matthews","NC",28105,35.1399,-80.7171,2.5,50,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","loud","False","False","False","True","False","True","True"
"3068","Charlotte","NC",28270,35.1407266,-80.7327663,3,33,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"3069","Champaign","IL",61820,40.0975206791,-88.2452390296,2,30,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"3070","Champaign","IL",61820,40.1110535,-88.2441408,4.5,402,"Fast Food, American (Traditional)","yes","no","yes","True","True","2","True","False","True","False","casual","False","True","False","True","False","no","average","True","False","False","True","True","False","False"
"3071","Champaign","IL",61820,40.0929568,-88.2460042,3.5,3,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"3072","Charlotte","NC",28277,35.0562588,-80.8540821,4,110,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3073","Charlotte","NC",28205,35.2473403239,-80.8054639561,3.5,33,"American (Traditional), Nightlife","yes","yes","no","True","True","1","False","False","True","False","casual","False","True","False","False","False","free","loud","True","False","True","True","True","False","False"
"3074","Madison","WI",53711,43.06713,-89.414179,3,32,"Sandwiches, Fast Food","yes","yes","no","True","True","2","False","True","True","True","casual","False","True","False","True","False","free","average","True","False","False","False","False","False","False"
"3075","Champaign","IL",61820,40.1101271,-88.2292118,3.5,91,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","False","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"3076","Charlotte","NC",28104,35.053472,-80.7708,3,84,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","loud","True","False","True","True","True","False","False"
"3077","Charlotte","NC",28205,35.2202754,-80.8133228,4,934,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","False","True","casual","False","True","False","False","False","no","average","False","False","False","False","True","False","False"
"3078","Madison","WI",53717,43.061324,-89.511014,4,116,"Coffee & Tea, Cafes","no","no","yes","False","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","True","False","True","True"
"3079","Huntersville","NC",28078,35.446286,-80.879535,4,222,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","True","True","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"3080","Madison","WI",53704,43.0920493,-89.361442,2.5,10,"Fast Food, American (Traditional)","no","no","no","True","True","2","False","True","True","False","casual","False","False","False","True","False","no","quiet","True","False","False","True","True","False","False"
"3081","Madison","WI",53703,43.0749781543,-89.3934160843,3.5,45,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","True","True","True","False","casual","False","False","False","False","False","no","quiet","True","False","False","True","True","False","False"
"3082","Charlotte","NC",28210,35.0895008,-80.865205,5,17,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","True","False","True","False","free","average","False","True","False","True","True","True","True"
"3083","Charlotte","NC",28203,35.2167541,-80.8566764,3.5,22,"Fast Food, American (Traditional)","yes","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","quiet","True","False","False","False","False","False","False"
"3084","Madison","WI",53715,43.0611378,-89.4010411,3,18,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","True","True","False","False"
"3085","Pineville","NC",28134,35.0881718,-80.8861283,4.5,23,"American (Traditional), Nightlife","yes","yes","no","True","True","1","False","False","False","False","casual","False","False","False","True","False","free","average","False","False","False","True","False","False","False"
"3086","Charlotte","NC",28262,35.308833,-80.750761,3.5,22,"American (Traditional), Nightlife","yes","yes","no","True","True","2","True","False","True","True","casual","False","False","False","True","True","free","average","True","False","False","False","False","False","True"
"3087","Charlotte","NC",28273,35.1031254,-80.9862872,2.5,32,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","True","False","False","False","free","loud","True","False","False","True","False","False","False"
"3088","Oregon","WI",53575,42.9267725,-89.3839135,3,5,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"3089","Charlotte","NC",28269,35.3424757,-80.7706758,4,156,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3090","Urbana","IL",61801,40.1161419,-88.2216497,3.5,51,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"3091","Matthews","NC",28104,35.095978,-80.6775481,4.5,48,"Sandwiches, Fast Food","no","no","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3092","Charlotte","NC",28214,35.218450848,-80.9423260349,2.5,253,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","False","True","True","False","False"
"3093","Charlotte","NC",28204,35.2216678546,-80.8191813525,3.5,96,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","False","True","False","True","True","False","False"
"3094","Charlotte","NC",28211,35.1551401445,-80.8333495254,3.5,50,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"3095","Charlotte","NC",28205,35.241145,-80.812057,4,1566,"Coffee & Tea, Cafes","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","True","True","False","False","False","False","True"
"3096","Madison","WI",53703,43.0813586213,-89.3743496772,4.5,7,"Nightlife, Bars","yes","yes","no","True","False","2","False","False","False","True","casual","False","True","False","False","False","free","average","False","False","False","False","True","False","False"
"3097","Indian Trail","NC",28079,35.0719,-80.6481,3,4,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"3098","Concord","NC",28027,35.395303,-80.616795,4,4,"Sandwiches, Fast Food","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","paid","average","True","False","False","True","False","False","False"
"3099","Davidson","NC",28036,35.4997324,-80.8485255,3.5,93,"Fast Food, American (Traditional)","yes","no","no","True","True","2","True","False","False","True","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"3100","Middleton","WI",53562,43.0897479,-89.5275719,3.5,36,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","True","True","True","casual","False","False","False","True","False","free","quiet","True","False","False","True","False","False","False"
"3101","Champaign","IL",61821,40.1205718,-88.2774235,1.5,14,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","average","False","False","True","True","True","False","False"
"3102","Charlotte","NC",28207,35.2021771,-80.8242192,4.5,88,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","True","True","False","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","True"
"3103","Charlotte","NC",28204,35.2134873,-80.832526,4,295,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","False","False","True","True"
"3104","Charlotte","NC",28269,35.3397759,-80.8340405,4,44,"Sandwiches, Fast Food","yes","yes","no","True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","True","False","False","True","False","False","False"
"3105","Madison","WI",53704,43.1177825,-89.3220736,3,9,"American (Traditional), Nightlife","yes","yes","no","False","False","1","False","False","False","True","casual","False","False","False","True","False","no","very_loud","False","False","False","False","False","False","False"
"3106","Charlotte","NC",28226,35.0860092,-80.8472484,3.5,133,"Nightlife, Bars","no","no","yes","True","True","2","False","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3107","Charlotte","NC",28277,35.0535664,-80.851867,3.5,378,"Southern, Breakfast & Brunch","yes","yes","yes","True","True","2","True","True","True","True","casual","True","False","False","True","True","free","average","True","False","False","True","False","True","True"
"3108","Concord","NC",28027,35.3659836,-80.7128223,3.5,60,"Southern, Breakfast & Brunch","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","True","True","False","True","True","True","True"
"3109","Charlotte","NC",28217,35.1514326632,-80.8754379341,4,9,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","True","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"3110","Champaign","IL",61821,40.1123750709,-88.2772195188,4,15,"Coffee & Tea, Cafes","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","free","very_loud","False","False","False","True","False","False","True"
"3111","Charlotte","NC",28210,35.151154,-80.841072,3,50,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","False","True","True"
"3112","Lowell","NC",28012,35.2674644068,-81.1009377112,3.5,62,"Southern, Breakfast & Brunch","yes","yes","no","True","True","1","False","False","True","False","casual","False","True","False","False","False","free","quiet","True","False","False","False","False","True","True"
"3113","Madison","WI",53715,43.0674367,-89.4076996,4.5,200,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","False"
"3114","Charlotte","NC",28204,35.213744,-80.8262522,4,95,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","False","True","True","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"3115","Madison","WI",53711,43.049322,-89.474083,4.5,49,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"3116","Indian Trail","NC",28079,35.085244,-80.661288,3,13,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","True","False","False","False","True"
"3117","Gastonia","NC",28054,35.2693129,-81.1465589,3.5,17,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"3118","Charlotte","NC",28262,35.3037392,-80.7493303,4,101,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","False","True","casual","False","False","False","False","False","free","loud","False","False","True","True","True","False","False"
"3119","Concord","NC",28027,35.3700689,-80.7239298,2.5,13,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","False","True","casual","False","False","False","False","False","no","average","True","False","False","True","True","False","False"
"3120","Charlotte","NC",28277,35.029324,-80.850153,3.5,17,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","True","False","True","True","False","False","False"
"3121","Charlotte","NC",28208,35.2397877,-80.9181382,3.5,81,"Southern, Breakfast & Brunch","yes","yes","yes","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","True","True"
"3122","Waunakee","WI",53597,43.192395,-89.463177,4,36,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","False","False","False","True","False","True","True"
"3123","Huntersville","NC",28078,35.4099023014,-80.853184,3,26,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"3124","Urbana","IL",61801,40.108013,-88.222747,5,26,"Nightlife, Bars","yes","yes","yes","True","False","2","True","False","True","False","dressy","False","False","False","False","False","no","average","False","False","False","True","True","False","False"
"3125","Charlotte","NC",28203,35.203872,-80.838296,4,5,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","loud","False","False","True","True","True","False","False"
"3126","Monona","WI",53716,43.0567055,-89.326142,3,32,"Nightlife, Bars","no","no","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"3127","Madison","WI",53703,43.074475,-89.393396,4,60,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","True","casual","False","True","False","False","False","no","average","True","False","False","True","True","False","False"
"3128","Monroe","NC",28110,35.0099865,-80.5796251,4.5,21,"Sandwiches, Fast Food","no","no","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","True"
"3129","Blakeney","NC",28277,35.034145,-80.808963,4,315,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","False","True","casual","False","False","False","True","False","free","average","False","False","False","False","True","False","False"
"3130","Madison","WI",53704,43.128579,-89.36098,4,14,"American (Traditional), Nightlife","yes","no","no","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","loud","False","True","False","True","True","True","False"
"3131","Madison","WI",53703,43.0762598,-89.4000038,4.5,210,"Nightlife, Bars","yes","yes","yes","True","False","1","False","False","True","True","casual","True","True","False","False","False","free","average","False","False","False","False","False","False","False"
"3132","Huntersville","NC",28078,35.4427691,-80.8950632,3.5,28,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","True","True","False","False"
"3133","Charlotte","NC",28205,35.2139238084,-80.7692369994,3.5,37,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"3134","Verona","WI",53593,43.0028325,-89.5328854,3.5,27,"American (Traditional), Nightlife","yes","yes","no","True","True","2","False","False","True","True","casual","False","True","False","False","False","no","loud","False","False","False","False","False","False","False"
"3135","Charlotte","NC",28202,35.229761,-80.8396916,3,362,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"3136","Madison","WI",53703,43.07546,-89.393063,3.5,197,"Fast Food, American (Traditional)","yes","yes","yes","True","False","3","True","False","True","False","casual","False","True","False","True","False","no","average","False","False","False","False","True","False","False"
"3137","Charlotte","NC",28203,35.197737681,-80.8527190503,4,554,"Fast Food, American (Traditional)","no","no","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","no","average","False","False","False","True","True","False","False"
"3138","Savoy","IL",61874,40.0701899852,-88.251285553,3,71,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","False","False","free","loud","False","False","True","True","True","False","False"
"3139","Madison","WI",53703,43.0794968,-89.3700893,3.5,23,"American (Traditional), Nightlife","yes","yes","no","False","True","1","False","False","False","True","casual","False","True","False","False","False","no","average","False","False","False","False","False","False","False"
"3140","Madison","WI",53704,43.0769221065,-89.3835302639,3.5,185,"Fast Food, American (Traditional)","yes","yes","yes","True","True","1","False","True","True","True","casual","True","True","False","False","False","free","average","True","False","False","True","False","True","True"
"3141","Charlotte","NC",28273,35.1029806,-80.9866241,2.5,80,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","free","average","True","True","False","False","True","False","False"
"3142","Concord","NC",28027,35.396075,-80.612061,4,4,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","True","True","False","True","False","no","average","False","False","False","False","False","False","False"
"3143","Huntersville","NC",28078,35.408682,-80.8630479,3.5,85,"Fast Food, American (Traditional)","no","no","yes","True","True","1","False","False","True","False","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"3144","Charlotte","NC",28277,35.054213,-80.848278,2.5,77,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","True","False","False","True","casual","False","False","False","True","False","free","loud","True","False","False","True","True","False","False"
"3145","Huntersville","NC",28078,35.4427691,-80.8950632,3.5,28,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","False","False","no","quiet","True","False","False","True","True","False","False"
"3146","Rantoul","IL",61866,40.3056574251,-88.1555513351,4,16,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"3147","Concord","NC",28025,35.4401015,-80.6038977,1.5,3,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","True","casual","False","False","False","False","False","free","average","True","False","False","True","True","False","False"
"3148","Charlotte","NC",28269,35.3424757,-80.7706758,4,156,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3149","Matthews","NC",28105,35.117562,-80.720445,4,163,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3150","Charlotte","NC",28212,35.1536065,-80.7461254,3,103,"Fast Food, American (Traditional)","yes","no","no","True","True","2","True","True","True","False","casual","False","False","False","True","False","free","average","False","False","False","False","True","False","False"
"3151","Cornelius","NC",28031,35.4875889596,-80.875062168,4.5,59,"Fast Food, American (Traditional)","no","no","yes","True","True","2","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"3152","Madison","WI",53719,43.0530217,-89.4863743,3.5,137,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","False","False","True","False","free","average","True","False","False","False","True","False","False"
"3153","Charlotte","NC",28217,35.1658383354,-80.8754028752,4,215,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","True","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","True","False","False"
"3154","Huntersville","NC",28078,35.4427691,-80.8950632,3.5,28,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","True","True","False","casual","False","False","False","False","False","no","quiet","True","False","False","True","False","False","False"
"3155","Charlotte","NC",28277,35.043396566,-80.8479089721,4,144,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","True","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","True","False","False"
"3156","Huntersville","NC",28078,35.4124318656,-80.8543086122,3.5,3,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","True","casual","False","False","False","False","False","no","quiet","True","False","False","False","False","False","False"
"3157","Charlotte","NC",28205,35.217977394,-80.7939415053,5,98,"Fast Food, American (Traditional)","yes","no","no","True","True","2","True","True","True","False","casual","False","False","False","True","False","free","quiet","True","False","False","True","True","False","False"
"3158","Charlotte","NC",28226,35.086498,-80.8482169,4,66,"Southern, Breakfast & Brunch","no","no","yes","True","True","1","False","False","True","True","casual","False","False","False","False","False","no","quiet","True","False","False","True","True","False","False"
"3159","Madison","WI",53703,43.0754187,-89.3901356,4,82,"Nightlife, Bars","no","no","yes","False","False","1","False","False","False","False","casual","False","True","False","False","False","free","loud","False","False","True","False","False","False","False"
"3160","Montgomery","NC",28215,35.2355292586,-80.735678226,4,12,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","quiet","False","False","False","False","False","False","False"
"3161","Madison","WI",53704,43.1231549881,-89.3143174052,2,18,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","free","average","False","False","False","True","True","False","True"
"3162","Matthews","NC",28105,35.1355461,-80.7128656,4,32,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","quiet","False","False","False","True","True","False","False"
"3163","Charlotte","NC",28203,35.219266,-80.8608921,4,46,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","True","False","False","True","dressy","False","False","False","False","True","free","average","True","False","False","False","True","True","False"
"3164","Charlotte","NC",28208,35.240209025,-80.8974303875,3,3,"Fast Food, American (Traditional)","no","no","no","True","True","1","False","False","True","False","casual","False","True","False","True","False","no","average","True","False","False","True","True","False","True"
"3165","Matthews","NC",28104,35.1220302,-80.6536745,4,26,"Fast Food, American (Traditional)","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","True","False","no","average","True","False","False","False","True","False","False"
"3166","Champaign","IL",61820,40.1169816,-88.2426671,4,94,"Fast Food, American (Traditional)","yes","yes","yes","False","True","1","False","False","True","False","casual","False","True","False","False","False","no","average","False","False","False","False","False","False","True"
"3167","Charlotte","NC",28205,35.2471884,-80.8058116,4,1095,"Fast Food, American (Traditional)","yes","yes","yes","True","True","2","False","False","True","True","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"3168","Charlotte","NC",28204,35.2087924477,-80.8332824707,4,11,"Fast Food, American (Traditional)","no","no","no","True","True","1","True","False","True","False","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"3169","Charlotte","NC",28269,35.344936,-80.842227,3,100,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","True","False","True","True","casual","False","False","False","True","False","free","loud","True","False","True","True","True","False","False"
"3170","Middleton","WI",53562,43.096159,-89.511939,3.5,176,"American (Traditional), Nightlife","yes","yes","yes","True","True","2","False","False","True","True","casual","False","True","False","False","False","free","average","False","False","False","True","True","False","False"
"3171","Charlotte","NC",28204,35.2070881,-80.8351947,4.5,143,"Fast Food, American (Traditional)","yes","yes","yes","True","False","3","True","False","True","False","casual","False","False","False","True","True","no","average","False","True","False","False","True","False","False"
"3172","Gastonia","NC",28056,35.2617473963,-81.1247755587,4,22,"Fast Food, American (Traditional)","yes","yes","no","True","True","2","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","True","False","False","False"
"3173","Charlotte","NC",28212,35.2035269,-80.7435708,3.5,20,"Coffee & Tea, Cafes","yes","yes","no","True","True","1","True","False","True","False","casual","False","False","False","False","False","free","average","True","False","False","True","False","True","True"
"3174","Sun Prairie","WI",53590,43.1830112,-89.2192033,2.5,8,"Sandwiches, Fast Food","yes","yes","no","True","True","2","False","True","True","True","casual","False","False","False","False","False","no","average","True","False","False","False","False","False","False"
"3175","Gastonia","NC",28056,35.2568441,-81.1127538,4,32,"Sandwiches, Fast Food","yes","yes","yes","True","True","1","False","False","True","True","casual","False","False","False","True","False","free","average","True","False","False","True","False","False","False"
"3176","Mount Horeb","WI",53572,43.0085038,-89.7372806,4.5,43,"Coffee & Tea, Cafes","yes","yes","yes","True","True","1","False","False","True","True","casual","False","True","False","False","False","free","average","True","False","False","True","False","False","True"
"3177","Monona","WI",53716,43.0540864,-89.3261056,4.5,206,"Fast Food, American (Traditional)","yes","no","yes","True","True","2","True","True","True","False","casual","False","False","False","True","False","no","average","True","False","False","True","True","False","False"
"3178","Belmont","NC",28012,35.2429243,-81.0368969,4,97,"Nightlife, Bars","yes","yes","yes","True","True","2","False","False","True","True","casual","False","True","False","False","False","free","average","True","False","False","True","True","False","False"
"3179","Urbana","IL",61802,40.0830783812,-88.1892026096,3,3,"Sandwiches, Fast Food","yes","yes","no","True","True","1","False","False","True","False","casual","False","False","False","False","False","no","average","False","False","False","False","False","False","False"
"3180","Waxhaw","NC",28173,34.9253528,-80.7432028,4.5,30,"Nightlife, Bars","no","no","no","True","False","2","False","False","False","True","casual","False","True","False","False","False","free","average","False","False","False","False","False","False","False"
